Id,Name,Year,Genre,DirectedBy,ProducedBy,Music,StoryBy,Company
movie-8459,"Dam Busters, The",1955,Drama,Michael Anderson,<none>,Leighton Lucas,Paul Brickhill,Associated British-Path?
movie-8460,"Damned Don't Cry, The",1950,Crime,Vincent Sherman,Jerry Wald,Daniele Amfitheatrof,Harold Medford,Warner Bros.
movie-8461,"Damned United, The",2009,Biography,Tom Hooper,Andy Harries,Rob Lane,Peter Morgan,Sony Pictures Worldwide Acquisitions (SPWA)
movie-8462,"Dancer Upstairs, The",2002,Drama,John Malkovich,Yousaf Bokhari,Alberto Iglesias,Nicholas Shakespeare,Fox Searchlight Pictures
movie-8463,"Dangerous Lives of Altar Boys, The",2002,Comedy,Peter Care,Lisa Buono,Marco Beltrami,Chris Fuhrman,Alter Ego Entertainment
movie-8464,"Danish Poet, The",2006,Animation,Torill Kove,Lise Fearnley,Kevin Dean,Torill Kove,Magnolia Pictures
movie-8465,"Dark Corner, The",1946,Crime,Henry Hathaway,Fred Kohlmar,Cyril J. Mockridge,Jay Dratler,Twentieth Century Fox Film Corporation
movie-8466,"Dark Crystal, The",1982,Adventure,Jim Henson,Jim Henson,Trevor Jones,David Odell,Universal Pictures
movie-8467,"Dark Horse, The",2014,Drama,James Napier Robertson,Cliff Curtis,Dana Lund,James Napier Robertson,Broad Green Pictures
movie-8468,"Dark Knight, The",2008,Action,Christopher Nolan,Kevin De La Noy,James Newton Howard,Jonathan Nolan,Warner Bros.
movie-8469,"Dark Knight Rises, The",2012,Action,Christopher Nolan,Kevin De La Noy,Hans Zimmer,Jonathan Nolan,20th Century Fox
movie-8470,"Dark Mirror, The",1946,Crime,Robert Siodmak,Nunnally Johnson,Dimitri Tiomkin,Nunnally Johnson,Universal Pictures
movie-8471,"Dark Secret of Harvest Home, The",1978,Drama,Leo Penn,Jack Laird,Paul Chihara,Tom Tryon,National Broadcasting Company (NBC)
movie-8472,"Darling Buds of May, The",1991,Comedy,David Giles,Richard Bates,Barrie Guard,H.E. Bates,BFS Video
movie-8473,"Dawn Patrol, The",1938,War,Edmund Goulding,Robert Lord,Max Steiner,Seton I. Miller,Warner Bros.
movie-8474,"Day After, The",1983,Drama,Nicholas Meyer,Stephanie Austin,David Raksin,Edward Hume,American Broadcasting Company (ABC)
movie-8475,"Jackal, The",1997,Action,Michael Caton-Jones,Michael Caton-Jones,Carter Burwell,Kenneth Ross,Universal Pictures
movie-8476,"Day of the Locust, The",1975,Drama,John Schlesinger,Jerome Hellman,John Barry,Nathanael West,Paramount Pictures
movie-8477,"Day of the Triffids, The",1963,Horror,Steve Sekely,George Pitcher,Ron Goodwin,Bernard Gordon,J. Arthur Rank Film Distributors
movie-8478,"Day the Earth Caught Fire, The",1961,Drama,Val Guest,F. Sherwin Green,Stanley Black,Wolf Mankowitz,British Lion Film Corporation
movie-8479,"Day the Earth Stood Still, The",2008,Drama,Scott Derrickson,Paul Harris Boardman,Tyler Bates,David Scarpa,20th Century Fox Australia
movie-8480,"Day the Universe Changed, The",1985,Documentary,Robin Bextor,Richard Reisz,Carl Davis,James Burke,British Broadcasting Corporation (BBC)
movie-8481,"Daytrippers, The",1996,Comedy,Greg Mottola,David Heyman,Richard Martinez,Greg Mottola,Cin? 360
movie-8482,"Dead, The",2010,Horror,Howard J. Ford,Howard J. Ford,Imran Ahmad,Howard J. Ford,Anchor Bay Entertainment (UK)
movie-8483,"Dead Girl, The",2006,Crime,Karen Moncrieff,Eric Karten,Adam Gorgoni,Karen Moncrieff,Cathay-Keris Films
movie-8484,"Dead Zone, The",1983,Horror,David Cronenberg,Jeffrey Chernov,Michael Kamen,Jeffrey Boam,Paramount Pictures
movie-8485,"Dean Martin Show, The",1965,Comedy,Greg Garrison,Greg Garrison,Sid Caesar,Harry Crane,National Broadcasting Company (NBC)
movie-8486,"Robot Chicken",2005,Animation,Chris McKay,Seth Green,Adam Sanborne,Seth Green,Adult Swim
movie-8487,"Deer Hunter, The",1978,Drama,Michael Cimino,Joann Carelli,Stanley Myers,Michael Cimino,Universal Pictures
movie-8488,"Defiant Ones, The",1958,Crime,Stanley Kramer,Stanley Kramer,Ernest Gold,Nedrick Young,United Artists
movie-8489,"Deliberate Stranger, The",1986,Crime,Marvin J. Chomsky,Marvin J. Chomsky,Gil Melle,Richard W. Larsen,National Broadcasting Company (NBC)
movie-8490,"Departed, The",2006,Crime,Martin Scorsese,Michael Aguilar,Howard Shore,William Monahan,Warner Bros.
movie-8491,"Deposition, The",2011,Crime,Eddie Mensore,Matthew Cataldo,Chris Ridenhour,Eddie Mensore,Vanguard Cinema
movie-8492,"Descent, The",2005,Adventure,Neil Marshall,Keith Bell,David Julyan,Neil Marshall,A-Film Distribution
movie-8493,"Desert Fox: The Story of Rommel, The",1951,Biography,Henry Hathaway,Nunnally Johnson,Daniele Amfitheatrof,Nunnally Johnson,Twentieth Century Fox Film Corporation
movie-8494,"Desert Rats, The",1953,Action,Robert Wise,Robert L. Jacks,Leigh Harline,Richard Murphy,Twentieth Century Fox Film Corporation
movie-8495,"Desperate Hours, The",1955,Crime,William Wyler,Robert Wyler,Gail Kubik,Joseph Hayes,Paramount Pictures
movie-8496,"Devil Came on Horseback, The",2007,Documentary,Ricki Stern,Jed Alpert,Paul Brill,Anne Sundberg,International Film Circuit
movie-8497,"Velvet Vampire, The",1971,Horror,Stephanie Rothman,Roger Corman,Roger Dollarhide,Maurice Jules,New World Pictures
movie-8498,"Devil Rides Out, The",1968,Horror,Terence Fisher,Anthony Nelson Keys,James Bernard,Richard Matheson,Warner-Path? Distributors
movie-8499,"Devil Wears Prada, The",2006,Comedy,David Frankel,John Bernard,Theodore Shapiro,Aline Brosh McKenna,Twentieth Century Fox Film Corporation
movie-8500,"Devil and Daniel Johnston, The",2005,Documentary,Jeff Feuerzeig,David Donaldson,Daniel Johnston,Jeff Feuerzeig,Avalon Productions
movie-8501,"Devil at 4 O'Clock, The",1961,Adventure,Mervyn LeRoy,Fred Kohlmar,George Duning,Liam O'Brien,Columbia Pictures
movie-8502,"Devil's Advocate, The",1997,Drama,Taylor Hackford,Barry Bernardi,James Newton Howard,Andrew Neiderman,Warner Bros.
movie-8503,"Devil's Brigade, The",1968,Action,Andrew V. McLaglen,Julian Ludwig,Alex North,William Roberts,United Artists
movie-8504,"Devil's Disciple, The",1959,Comedy,Guy Hamilton,Harold Hecht,Richard Rodney Bennett,John Dighton,United Artists
movie-8505,"Devil's Double, The",2011,Biography,Lee Tamahori,Niels Bourgonje,Christian Henson,Michael Thomas,A-Film Distribution
movie-8506,"Devil's Rejects, The",2005,Crime,Rob Zombie,Peter Block,Tyler Bates,Rob Zombie,Lions Gate Films
movie-8507,"Devil's Whore, The",2008,Drama,Marc Munden,Justin Bodle,Murray Gold,Martine Brant,Channel 4 Television Corporation
movie-8508,"Devil-Doll, The",1936,Sci-Fi,Tod Browning,Tod Browning,Franz Waxman,Garrett Fort,Metro-Goldwyn-Mayer (MGM)
movie-8509,"diaboliques, Les",1955,Drama,Henri-Georges Clouzot,Henri-Georges Clouzot,Georges Van Parys,Pierre Boileau,Cin?dis
movie-8510,"Diary of Anne Frank, The",1959,Biography,George Stevens,George Stevens Jr,Alfred Newman,Frances Goodrich,Twentieth Century Fox Film Corporation
movie-8511,"Diary of a Teenage Girl, The",2015,Drama,Marielle Heller,Miranda Bailey,Nate Heller,Phoebe Gloeckner,Sony Pictures Releasing
movie-8512,"Dick Van Dyke Show, The",1961,Comedy,Jerry Paris,Ronald Jacobs,Earle Hagen,Carl Reiner,Columbia Broadcasting System (CBS)
movie-8513,"Dirty Dozen, The",1967,Action,Robert Aldrich,Raymond Anzarut,Frank De Vol,Nunnally Johnson,Metro-Goldwyn-Mayer (MGM)
movie-8514,"Dirty Picture, The",2011,Biography,Milan Luthria,Pooja Gupta,Vishal Dadlani,Rajat Arora,Night Ed Films
movie-8515,"Disappearance of Aimee, The",1976,Biography,Anthony Harvey,Paul Leaf,Steve Byrne,John McGreevey,National Broadcasting Company (NBC)
movie-8516,"Disappearance of Alice Creed, The",2009,Crime,J Blakeson,Steve Christian,Marc Canham,J Blakeson,WestEnd Films
movie-8517,"Disappearance of Eleanor Rigby: Him, The",2013,Drama,Ned Benson,Ned Benson,Son Lux,Ned Benson,Myriad Pictures
movie-8518,"Discovery of Heaven, The",2001,Drama,Jeroen Krabb?,Arnold Heslenfeld,Henny Vrienten,Edwin de Vries,RCV Film Distribution
movie-8519,"Dish, The",2000,Comedy,Rob Sitch,Santo Cilauro,Edmund Choi,Santo Cilauro,Working Dog
movie-8520,"Divide, The",2011,Drama,Xavier Gens,Ross Bryan,Jean-Pierre Taieb,Karl Mueller,Alliance Films
movie-8521,"Docks of New York, The",1928,Crime,Josef von Sternberg,J.G. Bachmann,Robert Israel,Jules Furthman,Paramount Pictures
movie-8522,"Doctor, The",1991,Drama,Randa Haines,Edward S. Feldman,Michael Convertino,Ed Rosenbaum,Buena Vista Pictures
movie-8523,"Doctor Blake Mysteries, The",2013,Mystery,Declan Eames,George Adams,Dale Cornelius,Stuart Page,British Broadcasting Corporation (BBC)
movie-8524,"Door in the Floor, The",2004,Comedy,Tod Williams,Anne Carey,Marcelo Zarvos,John Irving,Focus Features
movie-8525,"Dot and the Line: A Romance in Lower Mathematics, The",1965,Animation,Chuck Jones,Les Goldman,Eugene Poddany,Norton Juster,Metro-Goldwyn-Mayer (MGM)
movie-8526,"Double, The",2013,Comedy,Richard Ayoade,Charles-Marie Anthonioz,Andrew Hewitt,Fyodor Dostoevsky,D Films
movie-8527,"Draughtsman's Contract, The",1982,Comedy,Peter Greenaway,David Payne,Michael Nyman,Peter Greenaway,British Film Institute (BFI)
movie-8528,"Dresden Files, The",2007,Action,David Carson,Nicolas Cage,Robert J. Kral,Hans Beimler,Sci-Fi Channel
movie-8529,"Dresser, The",2015,Drama,Richard Eyre,Colin Callender,Stephen Warbeck,Ronald Harwood,BBC Two
movie-8530,"Drew Carey Show, The",1995,Comedy,Gerry Cohen,Clay Graham,W.G. Snuffy Walden,Drew Carey,American Broadcasting Company (ABC)
movie-8531,"Driver, The",2014,Crime,Jamie Payne,Daniel Brocklehurst,Lorne Balfe,Daniel Brocklehurst,British Broadcasting Corporation (BBC)
movie-8532,"Drop, The",2014,Crime,Micha?l R. Roskam,Blair Breard,Marco Beltrami,Dennis Lehane,20th Century Fox Australia
movie-8533,"Duchess, The",2008,Biography,Saul Dibb,Alexandra Arlango,Rachel Portman,Jeffrey Hatcher,Audio Visual Entertainment
movie-8534,"Duchess of Duke Street, The",1976,Drama,Bill Bain,John Hawkesworth,Alexander Faris,John Hawkesworth,Masterpiece Theatre
movie-8535,"Duellists, The",1977,Drama,Ridley Scott,Ivor Powell,Howard Blake,Gerald Vaughan-Hughes,Cinema International Corp.
movie-8536,"Duke of Burgundy, The",2014,Drama,Peter Strickland,Lizzie Francke,Faris Badwan,Peter Strickland,Sundance Selects
movie-8537,"Dukes of Hazzard, The",2005,Action,Jay Chandrasekhar,Bruce Berman,Nathan Barr,John O'Brien,Warner Bros.
movie-8538,"Eagle, The",2011,Action,Kevin Macdonald,Caroline Hewitt,Atli ?rvarsson,Jeremy Brock,Alliance Films
movie-8539,"Eagle Has Landed, The",1976,Adventure,John Sturges,David Niven Jr,Lalo Schifrin,Tom Mankiewicz,Columbia Pictures
movie-8540,"East, The",2013,Drama,Zal Batmanglij,Michael Costigan,Halli Cauthery,Zal Batmanglij,20th Century Fox Italia
movie-8541,"Edge, The",1997,Action,Lee Tamahori,Art Linson,Jerry Goldsmith,David Mamet,Twentieth Century Fox Film Corporation
movie-8542,"Edge of the World, The",1937,Drama,Michael Powell,Joe Rock,Lambert Williamson,Michael Powell,British Independent Exhibitors' Distributors
movie-8543,"Education of Charlie Banks, The",2007,Drama,Fred Durst,Declan Baldwin,John Swihart,Peter Elkoff,Anchor Bay Entertainment
movie-8544,"Education of Little Tree, The",1997,Drama,Richard Friedenberg,Jake Eberts,Mark Isham,Forrest Carter,Paramount Pictures
movie-8545,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The",1972,Drama,Paul Newman,John Foreman,Maurice Jarre,Paul Zindel,Twentieth Century Fox Film Corporation
movie-8546,"Egg and I, The",1947,Comedy,Chester Erskine,Chester Erskine,Frank Skinner,Betty MacDonald,Universal Pictures
movie-8547,"Electric Company, The",1971,Family,Henry Behar,David D. Connell,Clark Gesner,Christopher Cerf,Sesame Workshop
movie-8548,"Electric House, The",1922,Short,Edward F. Cline,Joseph M. Schenck,Robert Israel,Buster Keaton,Associated First National Pictures
movie-8549,"Elegant Universe, The",2003,Documentary,Joseph McMaster,Paula Apsell,Ed Tomney,Brian Greene,Channel 4 Television Corporation
movie-8550,"Elephant Man, The",1980,Biography,David Lynch,Stuart Cornfeld,John Morris,Christopher De Vore,Paramount Pictures
movie-8551,"Emerald Forest, The",1985,Action,John Boorman,John Boorman,Brian Gascoigne,Rospo Pallenberg,Embassy Pictures
movie-8552,"Emperor's Club, The",2002,Drama,Michael Hoffman,Marc Abraham,James Newton Howard,Ethan Canin,Universal Pictures
movie-8553,"Emperor's New Groove, The",2000,Animation,Mark Dindal,Prudence Fenton,John Debney,Chris Williams,Buena Vista Pictures
movie-8554,"Enchanted Cottage, The",1945,Drama,John Cromwell,Jack J. Gross,Roy Webb,DeWitt Bodeen,RKO Radio Pictures
movie-8555,"End of Suburbia: Oil Depletion and the Collapse of the American Dream, The",2004,Documentary,Gregory Greene,Alberta Nokes,Ken Vandevrie,Gregory Greene,The Electric Wallpaper Co.
movie-8556,"End of the Affair, The",1999,Drama,Neil Jordan,Neil Jordan,Michael Nyman,Graham Greene,Columbia Pictures
movie-8557,"End of the Tour, The",2015,Drama,James Ponsoldt,William Colling,Danny Elfman,Donald Margulies,A24
movie-8558,"Endless Summer, The",1966,Documentary,Bruce Brown,Robert Bagley,John Blakeley,Bruce Brown,Monterey Media
movie-8559,"Endless Summer 2, The",1994,Documentary,Bruce Brown,Dana Brown,Gary Hoey,Bruce Brown,New Line Cinema
movie-8560,"Endurance: Shackleton's Legendary Antarctic Expedition, The",2000,Documentary,George Butler,Caroline Alexander,Michael Small,Caroline Alexander,Cowboy Booking International
movie-8561,"Enemy Below, The",1957,Action,Dick Powell,Dick Powell,Leigh Harline,Wendell Mayes,Twentieth Century Fox Film Corporation
movie-8562,"Enfield Haunting, The",2015,Mystery,Kristoffer Nyholm,Jamie Campbell,Benjamin Wallfisch,Guy Lyon Playfair,British Sky Broadcasting (BSkyB)
movie-8563,"Enforcer, The",1976,Action,James Fargo,Robert Daley,Jerry Fielding,Harry Julian Fink,Warner Bros.
movie-8564,"English Patient, The",1996,Drama,Anthony Minghella,Steve E. Andrews,Gabriel Yared,Michael Ondaatje,Miramax
movie-8565,"Englishman Who Went Up a Hill But Came Down a Mountain, The",1995,Comedy,Christopher Monger,Sarah Curtis,Stephen Endelman,Ifor David Monger,Miramax
movie-8566,"Entertainer, The",1960,Drama,Tony Richardson,John Croydon,John Addison,John Osborne,Bryanston Films
movie-8567,"Entity, The",1982,Biography,Sidney J. Furie,Michael Leone,Charles Bernstein,Frank De Felitta,City Film
movie-8568,"Equalizer, The",2014,Action,Antoine Fuqua,Molly Allen,Harry Gregson-Williams,Richard Wenk,Big Picture 2 Films
movie-8569,"Escape Artist, The",2013,Drama,Brian Welsh,Hilary Bevan Jones,Nicholas Hooper,David Wolstencroft,BBC One
movie-8570,"Escapist, The",2008,Crime,Rupert Wyatt,Brian Cox,Benjamin Wallfisch,Daniel Hardy,Cin?art
movie-8571,"Event, The",2010,Crime,Jeffrey Reiner,Cathy M. Frank,Scott Starrett,Nick Wauters,National Broadcasting Company (NBC)
movie-8572,"Evil Dead, The",1981,Horror,Sam Raimi,Bruce Campbell,Joseph LoDuca,Sam Raimi,New Line Cinema
movie-8573,"Execution of Private Slovik, The",1974,Biography,Lamont Johnson,Richard Dubelman,Hal Mooney,Richard Levinson,National Broadcasting Company (NBC)
movie-8574,"Executioner's Song, The",1982,Biography,Lawrence Schiller,Michael Economou,John Cacavas,Norman Mailer,National Broadcasting Company (NBC)
movie-8575,"Exes, The",2011,Comedy,Andy Cadiff,Franco Bario,Gabriel Mann,Mark Reisman,TV Land
movie-8576,"Exorcism of Emily Rose, The",2005,Drama,Scott Derrickson,Paul Harris Boardman,Christopher Young,Paul Harris Boardman,Screen Gems
movie-8577,"Exorcist, The",1973,Horror,William Friedkin,William Peter Blatty,Steve Boeddeker,William Peter Blatty,Warner Bros.
movie-8578,"Expendables, The",2010,Action,Sylvester Stallone,Guymon Casady,Brian Tyler,Dave Callaham,Ascot Elite Entertainment Group
movie-8579,"Expendables 2, The",2012,Action,Simon West,Guymon Casady,Brian Tyler,Richard Wenk,Nu Image Films
movie-8580,"Express, The",2008,Biography,Gary Fleder,Adam Coplan,Mark Isham,Charles Leavitt,Universal Studios
movie-8581,"Fabulous Baker Boys, The",1989,Drama,Steve Kloves,Julie Bergman Sender,Dave Grusin,Steve Kloves,Twentieth Century Fox Film Corporation
movie-8582,"Facts of Life, The",1979,Comedy,John Bowab,Rita Dillon,Ray Colcord,Dick Clair,Columbia Pictures Television
movie-8583,"Fades, The",2011,Fantasy,Farren Blackburn,Angie Daniell,Paul Thomson,Jack Thorne,BBC Warner
movie-8584,"Fairly OddParents, The",2001,Animation,Gary Conrad,Butch Hartman,Guy Moon,Butch Hartman,Nickelodeon Network
movie-8585,"Falcon and the Snowman, The",1985,Biography,John Schlesinger,Michael Childers,Lyle Mays,Robert Lindsey,Orion Pictures
movie-8586,"Fall Guy, The",1981,Action,Daniel Haller,Glen A. Larson,Stu Phillips,Glen A. Larson,American Broadcasting Company (ABC)
movie-8587,"Fall and Rise of Reginald Perrin, The",1976,Comedy,Gareth Gwenlan,Gareth Gwenlan,Ronnie Hazlehurst,David Nobbs,E1 Entertainment
movie-8588,"Fall of the Roman Empire, The",1964,Drama,Anthony Mann,Samuel Bronston,Dimitri Tiomkin,Ben Barzman,Paramount Pictures
movie-8589,"Fallen Idol, The",1948,Drama,Carol Reed,Philip Brandon,William Alwyn,Graham Greene,British Lion Film Corporation
movie-8590,"Family Man, The",2000,Comedy,Brett Ratner,Marc Abraham,Danny Elfman,David Diamond,Eurocine
movie-8591,"Family Way, The",1966,Comedy,Roy Boulting,John Boulting,Paul McCartney,Bill Naughton,British Lion Film Corporation
movie-8592,"Famous Jett Jackson, The",1998,Action,Shawn Levy,Kevin May,Carlos Lopes,Mark Palmer,Buena Vista Television
movie-8593,"Fantastic Flying Books of Mr. Morris Lessmore, The",2011,Animation,William Joyce,Iddo Lampton Enochs Jr,John Hunter,William Joyce,Cin?ma Public Films
movie-8594,"Far Country, The",1954,Adventure,Anthony Mann,Aaron Rosenberg,Henry Mancini,Borden Chase,Universal Pictures
movie-8595,"Farmer's Daughter, The",1963,Comedy,William D. Russell,Harry Ackerman,Dave Grusin,Hella Wuolijoki,American Broadcasting Company (ABC)
movie-8596,"Fast and the Furious, The",2001,Action,Rob Cohen,Creighton Bellinger,BT,Ken Li,Universal Pictures
movie-8597,"Fastest Gun Alive, The",1956,Western,Russell Rouse,Clarence Greene,Andr? Previn,Frank D. Gilroy,Metro-Goldwyn-Mayer (MGM)
movie-8598,"Fault in Our Stars, The",2014,Drama,Josh Boone,Marty Bowen,Mike Mogis,Scott Neustadter,20th Century Fox Netherlands
movie-8599,"Field, The",1990,Drama,Jim Sheridan,Arthur Lappin,Elmer Bernstein,Jim Sheridan,Avenue Pictures Productions
movie-8600,"Fifth Element, The",1997,Action,Luc Besson,John A. Amicarella,Eric Serra,Luc Besson,Gaumont Buena Vista International (GBVI)
movie-8601,"Final Countdown, The",1980,Action,Don Taylor,Peter Douglas,John Scott,Thomas Hunter,PSO International
movie-8602,"Final Cut, The",2004,Action,Omar Naim,Michael Burns,Brian Tyler,Omar Naim,Lions Gate Films
movie-8603,"Final Girls, The",2015,Comedy,Todd Strauss-Schulson,Darren M. Demetre,Gregory James Jenkins,M.A. Fortin,Sony Pictures Worldwide Acquisitions (SPWA)
movie-8604,"Finder, The",2012,Comedy,Daniel Sackheim,Kurt Moritz,Sean Callery,Richard Greener,Fox Network
movie-8605,"Firm, The",1993,Drama,Sydney Pollack,John Davis,Dave Grusin,John Grisham,Paramount Pictures
movie-8606,"First 48, The",2004,Crime,Peter Tarshis,John X. Kim,Paul Brill,Elena Sorre,D17
movie-8607,"First Grader, The",2010,Biography,Justin Chadwick,Nicola Blacker,Alex Heffes,Ann Peacock,A-Film Distribution
movie-8608,"First Great Train Robbery, The",1979,Adventure,Michael Crichton,John Foreman,Jerry Goldsmith,Michael Crichton,United Artists
movie-8609,"First World War, The",2003,Documentary,Marcus Kiggell,Isobel Hinshelwood,Orlando Gough,Hew Strachan,Channel 4 Television Corporation
movie-8610,"Fisher King, The",1991,Comedy,Terry Gilliam,Debra Hill,George Fenton,Richard LaGravenese,TriStar Pictures
movie-8611,"Five Heartbeats, The",1991,Drama,Robert Townsend,Kokayi Ampah,Stanley Clarke,Robert Townsend,Twentieth Century Fox Film Corporation
movie-8612,"Five Pennies, The",1959,Biography,Melville Shavelson,Jack Rose,Leith Stevens,Jack Rose,Paramount Pictures
movie-8613,"Five People You Meet in Heaven, The",2004,Drama,Lloyd Kramer,Mitch Albom,David Hirschfelder,Mitch Albom,ABC Television Films Limited
movie-8614,"Five Senses, The",1999,Comedy,Jeremy Podeswa,Shimmy Brandes,Alexina Louie,Jeremy Podeswa,Cinemien
